
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00001",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00001","00000",
"00000","00000","00010","00000","00000",
"00000","00000","00000","00000","00001",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00001","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00111",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00111","00101",
"00000","00000","00011","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00111","00101","00101",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00111","00101","00101","00101",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00111","00101","00101","00101","00101",
"00000","00000","00000","00000","00000",
"00010","00000","00000","00000","00111",
"00101","00101","00101","00101","00101",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00110","00101",
"00101","00101","00101","00101","00101",
"00000","00000","00000","00000","00000",
"00000","00000","00000","01001","01000",
"01000","01000","01000","01000","01000",
"00000","00000","00001","00000","00000",
"00000","00000","00000","00000","01010",
"01000","01000","01000","01000","01000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"01010","01000","01000","01000","01000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","01010","01000","01000","01000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","01010","01000","01000",
"00000","00000","00000","00000","00000",
"00000","00000","00011","00000","00000",
"00000","00000","00000","01010","01000",
"00001","00000","00000","00000","00000",
"00000","00001","00000","00000","00000",
"00000","00000","00000","00000","01010",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00111",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00011","00111","00101",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00011","00111","00101","00101",
"00000","00000","00000","00011","00000",
"00000","00000","00001","00000","00000",
"00000","00111","00101","00101","00101",
"00000","00000","00000","00000","00000",
"00011","00000","00000","00000","00000",
"00110","00101","00101","00101","00101",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"01001","01000","01000","01000","01000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","01010","01000","01000","01000",
"00000","00011","00000","00000","00000",
"00011","00000","00000","00000","00000",
"00000","00000","01010","01000","01000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","01010","01000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00011","00000","00000","01010",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00010","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00010","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00010","00000",
"00000","00000","00000","00000","00111",
"00010","00000","00001","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00111","00101",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00011","00000",
"00000","00000","00111","00101","00101",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00010","00000",
"00000","00110","00101","00101","00101",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","01001","01000","01000","01000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","01010","01000","01000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00010","00000","00000","01010","01000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","01010",
"00000","00000","00000","00011","00011",
"00000","00000","00000","00000","00001",
"00000","00000","00010","00000","00001",
"00000","00000","00011","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00111",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00111","00101",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00111","00101","00101",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00111","00101","00101","00101",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00111","00101","00101","00101","00101",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00110",
"00101","00101","00101","00101","00101",
"00000","00000","00000","00000","00010",
"00000","00000","00000","00000","01001",
"01000","01000","01000","01000","01000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"01010","01000","01000","01000","01000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","01010","01000","01000","01000",
"00000","00000","00000","00011","00000",
"00000","00000","00000","00000","00000",
"00000","00000","01010","01000","01000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","01010","01000",
"00000","00000","00000","00000","00011",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","01010",
"00000","00011","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00001",
"00010","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00000","00111",
"00000","00000","00000","00000","00000",
"00000","00000","00000","00001","00000",
"00000","00000","00000","00111","00101",
"00000","00001","00000","00000","00000",
